Departamento , MUNICIPIO DEL HECHO DANE,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Antioquia , Andes,5034,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Andes,5034,Mujer,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , 1 , -   , 2 
Antioquia , Andes,5034,MUJER,TOTAL, 1 , -   , -   , -   , -   , -   , -   , 1 , -   , 2 
Antioquia , Andes,5034,TOTAL,, 2 , 1 , 1 , 2 , 1 , -   , 1 , 1 , 3 , 12 
Antioquia , Anorí,5040,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Anorí,5040,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Anorí,5040,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Anorí,5040,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Anorí,5040,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Anorí,5040,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Anorí,5040,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Apartadó,5045,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Apartadó,5045,Hombre,Mayores de Edad (>18 años), -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , Apartadó,5045,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , Apartadó,5045,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Apartadó,5045,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Apartadó,5045,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Apartadó,5045,TOTAL,, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , Arboletes,5051,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Arboletes,5051,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Arboletes,5051,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Arboletes,5051,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Arboletes,5051,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Arboletes,5051,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Arboletes,5051,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Barbosa,5079,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Barbosa,5079,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Barbosa,5079,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Barbosa,5079,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Barbosa,5079,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Barbosa,5079,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Barbosa,5079,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Bello,5088,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , 3 , 4 
Antioquia , Bello,5088,Hombre,Mayores de Edad (>18 años), 2 , -   , 1 , 1 , -   , -   , -   , 1 , 22 , 27 
Antioquia , Bello,5088,HOMBRE,TOTAL, 2 , -   , 1 , 2 , -   , -   , -   , 1 , 25 , 31 
Antioquia , Bello,5088,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Bello,5088,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Bello,5088,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Bello,5088,TOTAL,, 2 , -   , 1 , 2 , -   , -   , -   , 1 , 28 , 34 
Antioquia , Caldas,5129,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , 5 , 6 
Antioquia , Caldas,5129,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , 5 , 6 
Antioquia , Caldas,5129,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Caldas,5129,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Caldas,5129,TOTAL,, -   , -   , -   , -   , -   , 1 , -   , -   , 7 , 8 
Antioquia , Campamento,5134,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Campamento,5134,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Campamento,5134,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Cañasgordas,5138,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cañasgordas,5138,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cañasgordas,5138,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Caracolí,5142,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caracolí,5142,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Caracolí,5142,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Caracolí,5142,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caracolí,5142,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caracolí,5142,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caracolí,5142,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Carepa,5147,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Carepa,5147,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Carepa,5147,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Caucasia,5154,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Caucasia,5154,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Caucasia,5154,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Chigorodó,5172,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Chigorodó,5172,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Chigorodó,5172,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Chigorodó,5172,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Antioquia , Chigorodó,5172,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Chigorodó,5172,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
Antioquia , Chigorodó,5172,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , 4 , 5 
Antioquia , Cisneros,5190,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cisneros,5190,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cisneros,5190,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cisneros,5190,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cisneros,5190,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cisneros,5190,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cisneros,5190,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cocorná,5197,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cocorná,5197,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cocorná,5197,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cocorná,5197,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cocorná,5197,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cocorná,5197,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Cocorná,5197,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Concepción,5206,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Concepción,5206,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Concepción,5206,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Concepción,5206,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Concepción,5206,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Concepción,5206,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Concepción,5206,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Copacabana,5212,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Copacabana,5212,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Copacabana,5212,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Copacabana,5212,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Copacabana,5212,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Copacabana,5212,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Copacabana,5212,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Dabeiba,5234,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Dabeiba,5234,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Dabeiba,5234,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , Dabeiba,5234,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Dabeiba,5234,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Dabeiba,5234,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Dabeiba,5234,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Antioquia , El Bagre,5250,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Bagre,5250,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , El Bagre,5250,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , El Bagre,5250,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Bagre,5250,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Bagre,5250,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Bagre,5250,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , El Carmen de Viboral,5148,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Carmen de Viboral,5148,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Antioquia , El Carmen de Viboral,5148,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Antioquia , El Carmen de Viboral,5148,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Carmen de Viboral,5148,Mujer,Mayores de Edad (>18 años), -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , El Carmen de Viboral,5148,MUJER,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , El Carmen de Viboral,5148,TOTAL,, -   , -   , 1 , 1 , -   , -   , -   , -   , 1 , 3 
Antioquia , El Santuario,5697,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Santuario,5697,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 2 
Antioquia , El Santuario,5697,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 2 
Antioquia , El Santuario,5697,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Santuario,5697,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Santuario,5697,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , El Santuario,5697,TOTAL,, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 2 
Antioquia , Entrerríos,5264,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Entrerríos,5264,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Entrerríos,5264,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Entrerríos,5264,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Entrerríos,5264,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Entrerríos,5264,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Entrerríos,5264,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Envigado,5266,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Envigado,5266,Hombre,Mayores de Edad (>18 años), 1 , -   , -   , -   , 1 , -   , -   , 1 , 9 , 12 
Antioquia , Envigado,5266,HOMBRE,TOTAL, 1 , -   , -   , -   , 1 , -   , -   , 1 , 9 , 12 
Antioquia , Envigado,5266,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Envigado,5266,Mujer,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Envigado,5266,MUJER,TOTAL, 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Envigado,5266,TOTAL,, 2 , -   , -   , -   , 1 , -   , -   , 1 , 9 , 13 
Antioquia , Fredonia,5282,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Fredonia,5282,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 
Antioquia , Fredonia,5282,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 
Antioquia , Fredonia,5282,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Fredonia,5282,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Fredonia,5282,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Fredonia,5282,TOTAL,, -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 
Antioquia , Frontino,5284,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 
Antioquia , Frontino,5284,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Frontino,5284,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Antioquia , Frontino,5284,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Frontino,5284,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Frontino,5284,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Frontino,5284,TOTAL,, -   , -   , -   , 1 , -   , -   , -   , -   , 2 , 3 
Antioquia , Giraldo,5306,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Antioquia , Giraldo,5306,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Giraldo,5306,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
Antioquia , Giraldo,5306,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Giraldo,5306,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Giraldo,5306,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Giraldo,5306,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
Antioquia , Girardota,5308,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Girardota,5308,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Girardota,5308,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Girardota,5308,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Girardota,5308,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Girardota,5308,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Girardota,5308,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 3 , 3 
Antioquia , Gómez Plata,5310,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Gómez Plata,5310,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Gómez Plata,5310,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Antioquia , Gómez Plata,5310,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
