SUICIDIOS EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,CIFRA
(30 a 34),-,-,-,-,-,-,-,-,36,36,-,10,10,46,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,6,6,-,2,2,8,-,38,38,-,5,5,43,-,5,5,-,-,-,5,-,4,4,-,1,1,5,-,5,5,-,-,-,5,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,4,4,-,3,3,7,-,6,6,-,1,1,7,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,8,8,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,2,2,16,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,3,3,-,1,1,4,-,4,4,-,1,1,5,-,10,10,-,-,-,10,-,2,2,-,2,2,4,-,4,4,-,-,-,4,-,8,8,-,2,2,10,-,7,7,-,2,2,9,-,2,2,-,1,1,3,-,9,9,-,1,1,10,-,18,18,-,2,2,20,-,2,2,-,-,-,2,-,-,-,-,-,-,-,248
(35 a 39),-,1,1,-,-,-,1,-,38,38,-,5,5,43,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,8,8,-,2,2,10,-,29,29,-,3,3,32,-,3,3,-,2,2,5,-,3,3,-,1,1,4,-,7,7,-,-,-,7,-,1,1,-,-,-,1,-,6,6,-,-,-,6,-,3,3,-,3,3,6,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,-,3,3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,3,3,-,-,-,3,-,1,1,-,1,1,2,-,3,3,-,1,1,4,-,8,8,-,-,-,8,-,6,6,-,2,2,8,-,1,1,-,-,-,1,-,5,5,-,1,1,6,-,3,3,-,-,-,3,-,7,7,-,2,2,9,-,2,2,-,-,-,2,-,11,11,-,2,2,13,-,13,13,-,2,2,15,-,1,1,-,1,1,2,-,-,-,-,-,-,-,216
(40 a 44),-,-,-,-,-,-,-,-,12,12,-,3,3,15,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,19,19,-,5,5,24,-,4,4,-,1,1,5,-,4,4,-,1,1,5,-,11,11,-,1,1,12,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,13,13,-,2,2,15,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,3,3,-,2,2,5,-,4,4,-,2,2,6,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,11,11,-,2,2,13,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,10,10,-,2,2,12,-,1,1,-,-,-,1,-,-,-,-,-,-,-,152
(45 a 49),-,-,-,-,-,-,-,-,31,31,-,4,4,35,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,6,6,-,-,-,6,-,18,18,-,6,6,24,-,3,3,-,-,-,3,-,7,7,-,-,-,7,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,1,1,12,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,9,9,-,-,-,9,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,5,5,-,1,1,6,-,4,4,-,1,1,5,-,4,4,-,-,-,4,-,4,4,-,-,-,4,-,6,6,-,3,3,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156
(50 a 54),-,-,-,-,-,-,-,-,22,22,-,5,5,27,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,13,13,-,1,1,14,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,6,6,-,1,1,7,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,6,6,-,3,3,9,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,2,2,-,-,-,2,-,2,2,-,1,1,3,-,3,3,-,2,2,5,-,1,1,-,1,1,2,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,6,6,-,1,1,7,-,16,16,-,1,1,17,-,4,4,-,-,-,4,-,6,6,-,1,1,7,-,9,9,-,2,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159
(55 a 59),-,-,-,-,-,-,-,-,21,21,-,2,2,23,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,22,22,-,2,2,24,-,2,2,-,2,2,4,-,3,3,-,3,3,6,-,5,5,-,2,2,7,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,3,3,-,1,1,4,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,9,9,-,3,3,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,8,8,-,1,1,9,-,8,8,-,3,3,11,-,-,-,-,1,1,1,-,7,7,-,-,-,7,-,8,8,-,3,3,11,-,-,-,-,-,-,-,-,1,1,-,-,-,1,148
(60 a 64),-,-,-,-,-,-,-,-,23,23,-,3,3,26,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,14,14,-,3,3,17,-,2,2,-,1,1,3,-,8,8,-,-,-,8,-,7,7,-,1,1,8,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,9,9,-,1,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,7,7,-,1,1,8,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,5,5,-,2,2,7,-,4,4,-,2,2,6,-,4,4,-,1,1,5,-,3,3,-,1,1,4,-,6,6,-,2,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150
(65 a 69),-,1,1,-,-,-,1,-,13,13,-,1,1,14,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,11,11,-,1,1,12,-,2,2,-,-,-,2,-,6,6,-,-,-,6,-,8,8,-,-,-,8,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,5,5,-,1,1,6,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,2,2,-,1,1,3,-,4,4,-,-,-,4,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,7,7,-,-,-,7,-,5,5,-,-,-,5,-,7,7,-,-,-,7,-,12,12,-,1,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123
(70 a 74),-,-,-,-,-,-,-,-,8,8,-,1,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,11,11,-,2,2,13,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,4,4,-,1,1,5,-,7,7,-,-,-,7,-,4,4,-,-,-,4,-,5,5,-,1,1,6,-,-,-,-,-,-,-,-,1,1,-,-,-,1,87
(75 a 79),-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,10,10,-,1,1,11,-,2,2,-,1,1,3,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,8,8,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64
(80 y más),-,-,-,-,-,-,-,-,8,8,-,-,-,8,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,5,5,-,1,1,6,-,6,6,-,-,-,6,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,2,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,-,-,-,1,1,1,-,5,5,-,-,-,5,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64
TOTAL,1,6,7,-,-,-,7,20,325,345,21,65,86,431,1,20,21,4,6,10,31,-,4,4,-,-,-,4,9,82,91,3,14,17,108,19,293,312,11,51,62,374,1,46,47,3,8,11,58,3,66,69,6,12,18,87,3,79,82,1,9,10,92,2,10,12,-,1,1,13,3,30,33,3,2,5,38,10,55,65,5,14,19,84,3,54,57,1,8,9,66,-,4,4,2,1,3,7,3,24,27,2,10,12,39,12,120,132,5,27,32,164,-,1,1,1,-,1,2,-,3,3,-,-,-,3,3,75,78,4,16,20,98,5,16,21,-,1,1,22,3,27,30,1,7,8,38,6,47,53,1,10,11,64,6,48,54,3,15,18,72,6,85,91,3,7,10,101,1,9,10,2,9,11,21,3,29,32,3,4,7,39,8,66,74,3,11,14,88,8,102,110,11,23,34,144,3,43,46,1,9,10,56,6,84,90,7,13,20,110,15,153,168,13,33,46,214,-,7,7,-,4,4,11,1,2,3,-,-,-,3,2689
VARIABLE: GRUPO EDAD JUDICIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(05 a 09),-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
(10 a 13),-,-,-,-,-,-,-,7,-,7,7,-,7,14,-,-,-,2,-,2,2,-,-,-,-,-,-,-,3,-,3,1,-,1,4,8,-,8,5,-,5,13,-,-,-,2,-,2,2,-,-,-,2,-,2,2,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,3,-,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,2,-,2,1,-,1,3,1,-,1,-,-,-,1,4,-,4,2,-,2,6,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,1,-,1,1,1,-,1,1,-,1,2,1,-,1,-,-,-,1,-,-,-,2,-,2,2,2,-,2,6,-,6,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75
(14 a 17),1,-,1,-,-,-,1,13,-,13,13,-,13,26,1,-,1,2,-,2,3,-,-,-,-,-,-,-,6,-,6,2,-,2,8,11,-,11,6,-,6,17,1,-,1,1,-,1,2,3,-,3,4,-,4,7,2,-,2,-,-,-,2,2,-,2,-,-,-,2,3,-,3,1,-,1,4,9,-,9,5,-,5,14,3,-,3,1,-,1,4,-,-,-,1,-,1,1,3,-,3,2,-,2,5,10,-,10,2,-,2,12,-,-,-,1,-,1,1,-,-,-,-,-,-,-,3,-,3,4,-,4,7,5,-,5,-,-,-,5,2,-,2,-,-,-,2,4,-,4,-,-,-,4,5,-,5,3,-,3,8,2,-,2,1,-,1,3,1,-,1,2,-,2,3,3,-,3,1,-,1,4,7,-,7,2,-,2,9,7,-,7,10,-,10,17,2,-,2,1,-,1,3,6,-,6,5,-,5,11,11,-,11,7,-,7,18,-,-,-,-,-,-,-,1,-,1,-,-,-,1,204
(18 a 19),-,-,-,-,-,-,-,-,21,21,-,8,8,29,-,3,3,-,1,1,4,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,8,8,-,3,3,11,-,2,2,-,-,-,2,-,3,3,-,1,1,4,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,5,5,-,1,1,6,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,5,5,-,1,1,6,-,6,6,-,2,2,8,-,4,4,-,-,-,4,-,3,3,-,1,1,4,-,4,4,-,1,1,5,-,3,3,-,1,1,4,-,12,12,-,2,2,14,-,2,2,-,-,-,2,-,2,2,-,4,4,6,-,9,9,-,6,6,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154
(20 a 24),-,3,3,-,-,-,3,-,47,47,-,10,10,57,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,16,16,-,2,2,18,-,46,46,-,14,14,60,-,7,7,-,1,1,8,-,12,12,-,3,3,15,-,6,6,-,-,-,6,-,-,-,-,1,1,1,-,2,2,-,2,2,4,-,14,14,-,3,3,17,-,10,10,-,1,1,11,-,2,2,-,1,1,3,-,8,8,-,3,3,11,-,14,14,-,6,6,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,5,5,18,-,5,5,-,-,-,5,-,1,1,-,1,1,2,-,5,5,-,-,-,5,-,7,7,-,3,3,10,-,16,16,-,3,3,19,-,2,2,-,2,2,4,-,4,4,-,-,-,4,-,6,6,-,-,-,6,-,13,13,-,4,4,17,-,4,4,-,5,5,9,-,11,11,-,2,2,13,-,25,25,-,1,1,26,-,1,1,-,1,1,2,-,-,-,-,-,-,-,378
(25 a 28),-,1,1,-,-,-,1,-,33,33,-,10,10,43,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,7,7,-,3,3,10,-,42,42,-,4,4,46,-,7,7,-,-,-,7,-,7,7,-,1,1,8,-,10,10,-,3,3,13,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,6,6,-,1,1,7,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,16,16,-,1,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,1,1,-,-,-,1,-,2,2,-,2,2,4,-,2,2,-,2,2,4,-,3,3,-,1,1,4,-,6,6,-,-,-,6,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,4,4,-,3,3,7,-,2,2,-,-,-,2,-,9,9,-,2,2,11,-,14,14,-,5,5,19,-,1,1,-,2,2,3,-,-,-,-,-,-,-,246
(29 a 34),-,-,-,-,-,-,-,-,46,46,-,12,12,58,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,9,9,-,2,2,11,-,44,44,-,6,6,50,-,6,6,-,-,-,6,-,5,5,-,1,1,6,-,7,7,-,-,-,7,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,5,5,-,4,4,9,-,6,6,-,1,1,7,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,10,10,-,2,2,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,-,2,2,18,-,2,2,-,1,1,3,-,5,5,-,1,1,6,-,5,5,-,1,1,6,-,6,6,-,3,3,9,-,11,11,-,-,-,11,-,2,2,-,2,2,4,-,4,4,-,-,-,4,-,9,9,-,2,2,11,-,7,7,-,2,2,9,-,4,4,-,2,2,6,-,10,10,-,1,1,11,-,25,25,-,4,4,29,-,3,3,-,-,-,3,-,-,-,-,-,-,-,308
(35 a 39),-,1,1,-,-,-,1,-,38,38,-,5,5,43,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,8,8,-,2,2,10,-,29,29,-,3,3,32,-,3,3,-,2,2,5,-,3,3,-,1,1,4,-,7,7,-,-,-,7,-,1,1,-,-,-,1,-,6,6,-,-,-,6,-,3,3,-,3,3,6,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,-,3,3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,3,3,-,-,-,3,-,1,1,-,1,1,2,-,3,3,-,1,1,4,-,8,8,-,-,-,8,-,6,6,-,2,2,8,-,1,1,-,-,-,1,-,5,5,-,1,1,6,-,3,3,-,-,-,3,-,7,7,-,2,2,9,-,2,2,-,-,-,2,-,11,11,-,2,2,13,-,13,13,-,2,2,15,-,1,1,-,1,1,2,-,-,-,-,-,-,-,216
(40 a 44),-,-,-,-,-,-,-,-,12,12,-,3,3,15,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,19,19,-,5,5,24,-,4,4,-,1,1,5,-,4,4,-,1,1,5,-,11,11,-,1,1,12,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,13,13,-,2,2,15,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,3,3,-,2,2,5,-,4,4,-,2,2,6,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,11,11,-,2,2,13,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,10,10,-,2,2,12,-,1,1,-,-,-,1,-,-,-,-,-,-,-,152
(45 a 49),-,-,-,-,-,-,-,-,31,31,-,4,4,35,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,6,6,-,-,-,6,-,18,18,-,6,6,24,-,3,3,-,-,-,3,-,7,7,-,-,-,7,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,1,1,12,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,9,9,-,-,-,9,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,5,5,-,1,1,6,-,4,4,-,1,1,5,-,4,4,-,-,-,4,-,4,4,-,-,-,4,-,6,6,-,3,3,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156
(50 a 54),-,-,-,-,-,-,-,-,22,22,-,5,5,27,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,13,13,-,1,1,14,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,6,6,-,1,1,7,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,6,6,-,3,3,9,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,2,2,-,-,-,2,-,2,2,-,1,1,3,-,3,3,-,2,2,5,-,1,1,-,1,1,2,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,6,6,-,1,1,7,-,16,16,-,1,1,17,-,4,4,-,-,-,4,-,6,6,-,1,1,7,-,9,9,-,2,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159
(55 a 59),-,-,-,-,-,-,-,-,21,21,-,2,2,23,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,22,22,-,2,2,24,-,2,2,-,2,2,4,-,3,3,-,3,3,6,-,5,5,-,2,2,7,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,3,3,-,1,1,4,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,9,9,-,3,3,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,8,8,-,1,1,9,-,8,8,-,3,3,11,-,-,-,-,1,1,1,-,7,7,-,-,-,7,-,8,8,-,3,3,11,-,-,-,-,-,-,-,-,1,1,-,-,-,1,148
(60 a 64),-,-,-,-,-,-,-,-,23,23,-,3,3,26,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,14,14,-,3,3,17,-,2,2,-,1,1,3,-,8,8,-,-,-,8,-,7,7,-,1,1,8,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,9,9,-,1,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,7,7,-,1,1,8,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,5,5,-,2,2,7,-,4,4,-,2,2,6,-,4,4,-,1,1,5,-,3,3,-,1,1,4,-,6,6,-,2,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150
