VIOLENCIA INTRAFAMILIAR (VIF) EN COLOMBIA AÑO 2020 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,CIFRA
Casado (a),-,1,1,-,1,1,2,-,49,49,-,26,26,75,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,13,13,-,13,13,26,-,76,76,-,31,31,107,-,4,4,-,1,1,5,-,9,9,-,7,7,16,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,3,3,-,1,1,4,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,18,18,-,14,14,32,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,6,6,-,4,4,10,-,3,3,-,-,-,3,-,4,4,-,4,4,8,-,7,7,-,1,1,8,-,7,7,-,5,5,12,-,5,5,-,2,2,7,-,-,-,-,1,1,1,-,3,3,-,5,5,8,-,4,4,-,2,2,6,-,8,8,-,4,4,12,-,1,1,-,-,-,1,-,14,14,-,3,3,17,-,16,16,-,10,10,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,401
"Separado (a), Divorciado (a)",-,-,-,-,-,-,-,-,8,8,-,14,14,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,8,8,9,-,18,18,-,26,26,44,-,-,-,-,4,4,4,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,7,7,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,4,4,5,-,8,8,-,4,4,12,-,-,-,-,1,1,1,-,2,2,-,3,3,5,-,5,5,-,4,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148
Viudo (a),-,-,-,-,1,1,1,-,14,14,-,40,40,54,-,-,-,-,4,4,4,-,-,-,-,2,2,2,-,3,3,-,13,13,16,-,21,21,-,60,60,81,-,2,2,-,1,1,3,-,4,4,-,6,6,10,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,4,4,7,-,2,2,-,8,8,10,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,9,9,-,16,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,1,1,-,1,1,2,-,1,1,-,5,5,6,-,2,2,-,5,5,7,-,1,1,-,5,5,6,-,3,3,-,8,8,11,-,1,1,-,-,-,1,-,2,2,-,4,4,6,-,3,3,-,4,4,7,-,3,3,-,10,10,13,-,-,-,-,-,-,-,-,5,5,-,14,14,19,-,4,4,-,18,18,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,325
Sin información,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
TOTAL,16,12,28,21,21,42,70,319,597,916,373,1068,1441,2357,52,39,91,55,92,147,238,6,17,23,10,33,43,66,67,201,268,78,347,425,693,753,1278,2031,765,1950,2715,4746,31,81,112,41,133,174,286,82,179,261,87,251,338,599,14,33,47,43,53,96,143,4,10,14,14,35,49,63,84,58,142,81,118,199,341,37,71,108,37,163,200,308,26,48,74,39,103,142,216,2,5,7,7,18,25,32,5,22,27,17,50,67,94,225,378,603,229,588,817,1420,1,5,6,6,5,11,17,3,2,5,1,5,6,11,39,101,140,55,165,220,360,16,37,53,15,52,67,120,45,91,136,33,144,177,313,118,109,227,137,190,327,554,27,73,100,26,130,156,256,50,93,143,56,181,237,380,12,19,31,24,40,64,95,16,55,71,35,108,143,214,32,50,82,45,104,149,231,111,228,339,124,381,505,844,9,21,30,10,38,48,78,99,176,275,114,265,379,654,89,198,287,96,424,520,807,1,8,9,3,5,8,17,1,-,1,-,-,-,1,16624
VARIABLE: FACTOR DE VULNERABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",16,-,16,21,-,21,37,319,-,319,373,-,373,692,52,-,52,55,-,55,107,6,-,6,10,-,10,16,67,-,67,78,-,78,145,753,-,753,765,-,765,1518,31,-,31,41,-,41,72,82,-,82,87,-,87,169,14,-,14,43,-,43,57,4,-,4,14,-,14,18,84,-,84,81,-,81,165,37,-,37,37,-,37,74,26,-,26,39,-,39,65,2,-,2,7,-,7,9,5,-,5,17,-,17,22,225,-,225,229,-,229,454,1,-,1,6,-,6,7,3,-,3,1,-,1,4,39,-,39,55,-,55,94,16,-,16,15,-,15,31,45,-,45,33,-,33,78,118,-,118,137,-,137,255,27,-,27,26,-,26,53,50,-,50,56,-,56,106,12,-,12,24,-,24,36,16,-,16,35,-,35,51,32,-,32,45,-,45,77,111,-,111,124,-,124,235,9,-,9,10,-,10,19,99,-,99,114,-,114,213,89,-,89,96,-,96,185,1,-,1,3,-,3,4,1,-,1,-,-,-,1,5069
Campesinos (as) y/o trabajadores (as) del campo,-,-,-,-,-,-,-,2,-,2,4,-,4,6,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,3,-,3,4,2,-,2,-,-,-,2,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,5,-,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36
Comunidad LGBT,-,-,-,-,-,-,-,1,-,1,5,-,5,6,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,4,-,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22
Grupos étnicos,-,-,-,-,-,-,-,-,-,-,2,-,2,2,2,-,2,3,-,3,5,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,2,1,-,1,3,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,32
"Niños, niñas, adolescentes bajo la protección del ICBF",-,-,-,-,-,-,-,8,-,8,4,-,4,12,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,-,2,5,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,4,-,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,9,1,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,9,-,9,15,-,15,24,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,3,-,3,-,-,-,3,2,-,2,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75
"Niños, niñas, adolescentes en condición de abandono",-,-,-,1,-,1,1,4,-,4,7,-,7,11,2,-,2,3,-,3,5,-,-,-,-,-,-,-,3,-,3,1,-,1,4,1,-,1,1,-,1,2,-,-,-,1,-,1,1,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,1,-,1,1,7,-,7,8,-,8,15,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,4,-,4,5,-,5,9,-,-,-,1,-,1,1,2,-,2,2,-,2,4,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,2,-,2,1,-,1,3,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73
Persona adicta a una droga natural o sintética,-,-,-,-,-,-,-,5,-,5,10,-,10,15,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,4,-,4,11,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,4,-,4,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,3,6,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,-,3,-,-,-,3,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,-,-,-,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,-,-,-,2,1,-,1,1,-,1,2,-,-,-,5,-,5,5,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,67
Persona en condición de desplazamiento ,1,-,1,4,-,4,5,4,-,4,6,-,6,10,2,-,2,2,-,2,4,-,-,-,6,-,6,6,-,-,-,-,-,-,-,5,-,5,3,-,3,8,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,2,-,-,-,2,3,-,3,1,-,1,4,-,-,-,-,-,-,-,2,-,2,5,-,5,7,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,3,-,3,4,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,3,-,3,3,5,-,5,5,-,5,10,-,-,-,-,-,-,-,2,-,2,2,-,2,4,-,-,-,-,-,-,-,1,-,1,2,-,2,3,2,-,2,1,-,1,3,-,-,-,-,-,-,-,1,-,1,2,-,2,3,5,-,5,17,-,17,22,1,-,1,1,-,1,2,-,-,-,-,-,-,-,108
Personas bajo custodia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Personas desmovilizadas o reinsertadas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Ninguno,15,-,15,16,-,16,31,294,-,294,332,-,332,626,42,-,42,43,-,43,85,6,-,6,4,-,4,10,64,-,64,76,-,76,140,731,-,731,747,-,747,1478,30,-,30,40,-,40,70,79,-,79,80,-,80,159,11,-,11,36,-,36,47,4,-,4,12,-,12,16,66,-,66,65,-,65,131,31,-,31,32,-,32,63,24,-,24,38,-,38,62,-,-,-,-,-,-,-,5,-,5,16,-,16,21,203,-,203,217,-,217,420,-,-,-,1,-,1,1,3,-,3,1,-,1,4,35,-,35,48,-,48,83,12,-,12,11,-,11,23,42,-,42,33,-,33,75,103,-,103,110,-,110,213,21,-,21,19,-,19,40,46,-,46,52,-,52,98,10,-,10,21,-,21,31,14,-,14,32,-,32,46,28,-,28,40,-,40,68,105,-,105,119,-,119,224,6,-,6,6,-,6,12,92,-,92,104,-,104,196,79,-,79,77,-,77,156,-,-,-,1,-,1,1,-,-,-,-,-,-,-,4630
Sin información,-,-,-,-,-,-,-,1,-,1,3,-,3,4,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,2,-,2,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,10,10,-,19,19,29,-,488,488,-,941,941,1429,-,35,35,-,85,85,120,-,14,14,-,30,30,44,-,159,159,-,303,303,462,-,1062,1062,-,1734,1734,2796,-,68,68,-,119,119,187,-,163,163,-,232,232,395,-,32,32,-,51,51,83,-,9,9,-,33,33,42,-,54,54,-,109,109,163,-,53,53,-,141,141,194,-,45,45,-,96,96,141,-,5,5,-,17,17,22,-,14,14,-,43,43,57,-,324,324,-,527,527,851,-,5,5,-,5,5,10,-,1,1,-,4,4,5,-,88,88,-,148,148,236,-,30,30,-,47,47,77,-,77,77,-,122,122,199,-,92,92,-,178,178,270,-,62,62,-,115,115,177,-,77,77,-,158,158,235,-,17,17,-,38,38,55,-,47,47,-,94,94,141,-,40,40,-,88,88,128,-,196,196,-,350,350,546,-,12,12,-,37,37,49,-,144,144,-,238,238,382,-,156,156,-,366,366,522,-,8,8,-,5,5,13,-,-,-,-,-,-,-,10060
Campesinos (as) y/o trabajadores (as) del campo,-,-,-,-,-,-,-,-,5,5,-,3,3,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,2,2,-,1,1,3,-,3,3,-,1,1,4,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,4,4,-,5,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,-,8,8,17,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,11,11,-,4,4,15,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,3,3,-,3,3,6,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,10,10,-,7,7,17,-,-,-,-,-,-,-,-,4,4,-,5,5,9,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,109
Comunidad LGBT,-,-,-,-,-,-,-,-,12,12,-,12,12,24,-,1,1,-,2,2,3,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,11,11,-,7,7,18,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,2,2,-,8,8,10,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98
Grupos étnicos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,5,5,9,-,-,-,-,2,2,2,-,3,3,-,5,5,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,49
Maestro/Educador,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
Mujer cabeza de hogar o de familia ,-,-,-,-,-,-,-,-,-,-,-,38,38,38,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,15,15,15,-,-,-,-,9,9,9,-,-,-,-,2,2,2,-,-,-,-,2,2,2,-,-,-,-,3,3,3,-,-,-,-,5,5,5,-,-,-,-,7,7,7,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,1,1,1,-,-,-,-,7,7,7,-,-,-,-,3,3,3,-,-,-,-,3,3,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,11,11,11,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,13,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153
Persona adicta a una droga natural o sintética,-,-,-,-,-,-,-,-,30,30,-,33,33,63,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,6,6,-,5,5,11,-,62,62,-,87,87,149,-,10,10,-,4,4,14,-,12,12,-,9,9,21,-,5,5,-,5,5,10,-,-,-,-,2,2,2,-,9,9,-,7,7,16,-,3,3,-,11,11,14,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,26,26,-,17,17,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,5,5,-,4,4,9,-,8,8,-,5,5,13,-,5,5,-,7,7,12,-,1,1,-,1,1,2,-,1,1,-,8,8,9,-,-,-,-,3,3,3,-,5,5,-,10,10,15,-,3,3,-,10,10,13,-,16,16,-,17,17,33,-,9,9,-,17,17,26,-,2,2,-,-,-,2,-,-,-,-,-,-,-,497
