COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(35 a 39),-,1,1,-,13,13,14,-,92,92,-,457,457,549,-,9,9,-,35,35,44,-,5,5,-,9,9,14,-,16,16,-,203,203,219,-,220,220,-,942,942,1162,-,9,9,-,120,120,129,-,27,27,-,137,137,164,-,3,3,-,40,40,43,-,2,2,-,37,37,39,-,16,16,-,83,83,99,-,7,7,-,70,70,77,-,8,8,-,66,66,74,-,6,6,-,14,14,20,-,3,3,-,62,62,65,-,80,80,-,384,384,464,-,1,1,-,2,2,3,-,2,2,-,3,3,5,-,17,17,-,115,115,132,-,2,2,-,39,39,41,-,9,9,-,124,124,133,-,19,19,-,148,148,167,-,13,13,-,104,104,117,-,11,11,-,84,84,95,-,2,2,-,24,24,26,-,10,10,-,46,46,56,-,18,18,-,76,76,94,-,25,25,-,177,177,202,-,3,3,-,60,60,63,-,24,24,-,173,173,197,-,31,31,-,375,375,406,-,2,2,-,7,7,9,-,-,-,-,1,1,1,-,-,-,-,1,1,1,4924
(40 a 44),-,2,2,-,12,12,14,-,68,68,-,310,310,378,-,1,1,-,23,23,24,-,2,2,-,9,9,11,-,17,17,-,145,145,162,-,169,169,-,629,629,798,-,4,4,-,66,66,70,-,16,16,-,80,80,96,-,3,3,-,25,25,28,-,3,3,-,22,22,25,-,11,11,-,47,47,58,-,10,10,-,56,56,66,-,11,11,-,54,54,65,-,-,-,-,3,3,3,-,4,4,-,35,35,39,-,57,57,-,263,263,320,-,-,-,-,3,3,3,-,-,-,-,3,3,3,-,15,15,-,71,71,86,-,4,4,-,23,23,27,-,21,21,-,70,70,91,-,20,20,-,112,112,132,-,7,7,-,73,73,80,-,10,10,-,68,68,78,-,1,1,-,20,20,21,-,4,4,-,29,29,33,-,5,5,-,50,50,55,-,29,29,-,120,120,149,-,5,5,-,36,36,41,-,26,26,-,128,128,154,-,28,28,-,188,188,216,-,2,2,-,5,5,7,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3336
(45 a 49),-,-,-,-,6,6,6,-,39,39,-,175,175,214,-,2,2,-,9,9,11,-,2,2,-,2,2,4,-,8,8,-,68,68,76,-,122,122,-,355,355,477,-,5,5,-,41,41,46,-,10,10,-,69,69,79,-,5,5,-,13,13,18,-,1,1,-,17,17,18,-,6,6,-,25,25,31,-,3,3,-,31,31,34,-,2,2,-,28,28,30,-,2,2,-,3,3,5,-,3,3,-,24,24,27,-,39,39,-,133,133,172,-,1,1,-,2,2,3,-,1,1,-,1,1,2,-,3,3,-,40,40,43,-,1,1,-,10,10,11,-,10,10,-,45,45,55,-,12,12,-,53,53,65,-,5,5,-,50,50,55,-,6,6,-,22,22,28,-,1,1,-,12,12,13,-,6,6,-,21,21,27,-,2,2,-,25,25,27,-,19,19,-,94,94,113,-,-,-,-,20,20,20,-,11,11,-,67,67,78,-,20,20,-,130,130,150,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1942
(50 a 54),-,1,1,-,3,3,4,-,25,25,-,106,106,131,-,-,-,-,6,6,6,-,-,-,-,2,2,2,-,7,7,-,37,37,44,-,81,81,-,258,258,339,-,4,4,-,19,19,23,-,6,6,-,46,46,52,-,-,-,-,14,14,14,-,1,1,-,6,6,7,-,2,2,-,21,21,23,-,3,3,-,15,15,18,-,1,1,-,19,19,20,-,-,-,-,3,3,3,-,3,3,-,10,10,13,-,33,33,-,97,97,130,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,7,7,-,36,36,43,-,4,4,-,5,5,9,-,10,10,-,21,21,31,-,4,4,-,40,40,44,-,5,5,-,20,20,25,-,6,6,-,23,23,29,-,1,1,-,5,5,6,-,3,3,-,8,8,11,-,6,6,-,20,20,26,-,12,12,-,45,45,57,-,-,-,-,14,14,14,-,8,8,-,37,37,45,-,12,12,-,62,62,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1245
(55 a 59),-,-,-,-,2,2,2,-,18,18,-,43,43,61,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,7,7,-,16,16,23,-,60,60,-,154,154,214,-,1,1,-,10,10,11,-,10,10,-,21,21,31,-,-,-,-,2,2,2,-,1,1,-,2,2,3,-,4,4,-,9,9,13,-,3,3,-,8,8,11,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,13,13,-,48,48,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,10,10,12,-,3,3,-,1,1,4,-,1,1,-,9,9,10,-,2,2,-,15,15,17,-,2,2,-,8,8,10,-,4,4,-,10,10,14,-,1,1,-,1,1,2,-,1,1,-,5,5,6,-,1,1,-,11,11,12,-,11,11,-,24,24,35,-,1,1,-,6,6,7,-,6,6,-,21,21,27,-,4,4,-,31,31,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,641
(60 a 64),-,-,-,-,-,-,-,-,12,12,-,23,23,35,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,4,4,-,12,12,16,-,25,25,-,67,67,92,-,1,1,-,4,4,5,-,2,2,-,14,14,16,-,1,1,-,3,3,4,-,1,1,-,-,-,1,-,3,3,-,7,7,10,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,28,28,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,2,2,2,-,1,1,-,3,3,4,-,2,2,-,4,4,6,-,2,2,-,4,4,6,-,-,-,-,6,6,6,-,-,-,-,1,1,1,-,1,1,-,3,3,4,-,3,3,-,8,8,11,-,4,4,-,14,14,18,-,-,-,-,1,1,1,-,3,3,-,16,16,19,-,4,4,-,16,16,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,327
(65 a 69),-,-,-,-,-,-,-,-,8,8,-,12,12,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,17,17,-,26,26,43,-,-,-,-,3,3,3,-,2,2,-,6,6,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,11,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,2,-,3,3,5,-,-,-,-,10,10,10,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,6,6,6,-,2,2,-,6,6,8,-,-,-,-,-,-,-,-,2,2,-,6,6,8,-,2,2,-,6,6,8,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154
(70 a 74),-,-,-,-,-,-,-,-,3,3,-,5,5,8,-,3,3,-,1,1,4,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,6,6,-,17,17,23,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,3,3,3,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,3,3,-,3,3,6,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,9,9,11,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36
(80 y más),-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
TOTAL,-,9,9,2,104,106,115,1,531,532,89,3089,3178,3710,-,41,41,9,261,270,311,-,22,22,-,80,80,102,-,124,124,37,1363,1400,1524,3,1489,1492,97,6970,7067,8559,-,44,44,11,705,716,760,-,145,145,17,878,895,1040,-,28,28,11,292,303,331,-,22,22,13,250,263,285,-,104,104,12,552,564,668,-,57,57,9,474,483,540,-,53,53,16,577,593,646,-,12,12,1,97,98,110,-,21,21,8,373,381,402,3,480,483,49,2862,2911,3394,-,6,6,-,43,43,49,-,4,4,1,36,37,41,-,111,111,18,833,851,962,-,24,24,8,306,314,338,1,80,81,24,804,828,909,1,161,162,42,1134,1176,1338,1,74,75,15,693,708,783,-,81,81,8,639,647,728,-,17,17,12,208,220,237,1,52,53,17,324,341,394,1,83,84,10,539,549,633,2,238,240,43,1353,1396,1636,-,19,19,9,377,386,405,2,162,164,33,1301,1334,1498,-,205,205,29,2184,2213,2418,-,11,11,-,46,46,57,-,1,1,1,13,14,15,-,2,2,-,25,25,27,34965
VARIABLE: GRUPO EDAD JUDICIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(10 a 13),-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
(14 a 17),-,-,-,2,-,2,2,1,-,1,88,-,88,89,-,-,-,9,-,9,9,-,-,-,-,-,-,-,-,-,-,37,-,37,37,3,-,3,97,-,97,100,-,-,-,11,-,11,11,-,-,-,17,-,17,17,-,-,-,11,-,11,11,-,-,-,13,-,13,13,-,-,-,12,-,12,12,-,-,-,9,-,9,9,-,-,-,16,-,16,16,-,-,-,1,-,1,1,-,-,-,8,-,8,8,3,-,3,49,-,49,52,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,18,-,18,18,-,-,-,8,-,8,8,1,-,1,24,-,24,25,1,-,1,42,-,42,43,1,-,1,15,-,15,16,-,-,-,8,-,8,8,-,-,-,12,-,12,12,1,-,1,17,-,17,18,1,-,1,9,-,9,10,2,-,2,42,-,42,44,-,-,-,9,-,9,9,2,-,2,32,-,32,34,-,-,-,29,-,29,29,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,663
(18 a 19),-,-,-,-,4,4,4,-,7,7,-,132,132,139,-,-,-,-,16,16,16,-,-,-,-,4,4,4,-,1,1,-,43,43,44,-,14,14,-,256,256,270,-,1,1,-,17,17,18,-,-,-,-,22,22,22,-,-,-,-,13,13,13,-,1,1,-,12,12,13,-,1,1,-,27,27,28,-,1,1,-,19,19,20,-,1,1,-,29,29,30,-,-,-,-,5,5,5,-,-,-,-,13,13,13,-,13,13,-,120,120,133,-,-,-,-,2,2,2,-,-,-,-,2,2,2,-,3,3,-,39,39,42,-,-,-,-,16,16,16,-,1,1,-,42,42,43,-,3,3,-,59,59,62,-,2,2,-,23,23,25,-,1,1,-,26,26,27,-,-,-,-,9,9,9,-,1,1,-,9,9,10,-,2,2,-,17,17,19,-,4,4,-,56,56,60,-,-,-,-,20,20,20,-,-,-,-,52,52,52,-,2,2,-,68,68,70,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1235
(20 a 24),-,3,3,-,25,25,28,-,62,62,-,620,620,682,-,6,6,-,49,49,55,-,1,1,-,16,16,17,-,9,9,-,225,225,234,-,188,188,-,1431,1431,1619,-,1,1,-,133,133,134,-,9,9,-,136,136,145,-,3,3,-,50,50,53,-,5,5,-,45,45,50,-,10,10,-,106,106,116,-,5,5,-,88,88,93,-,6,6,-,107,107,113,-,-,-,-,23,23,23,-,1,1,-,70,70,71,-,48,48,-,588,588,636,-,-,-,-,11,11,11,-,-,-,-,10,10,10,-,15,15,-,163,163,178,-,2,2,-,64,64,66,-,5,5,-,162,162,167,-,20,20,-,224,224,244,-,3,3,-,121,121,124,-,15,15,-,132,132,147,-,2,2,-,45,45,47,-,2,2,-,78,78,80,-,16,16,-,105,105,121,-,28,28,-,245,245,273,-,-,-,-,80,80,80,-,19,19,-,257,257,276,-,14,14,-,368,368,382,-,4,4,-,13,13,17,-,-,-,-,2,2,2,-,-,-,-,9,9,9,6303
(25 a 28),-,2,2,-,19,19,21,-,78,78,-,527,527,605,-,5,5,-,51,51,56,-,3,3,-,20,20,23,-,18,18,-,243,243,261,-,239,239,-,1294,1294,1533,-,6,6,-,129,129,135,-,24,24,-,151,151,175,-,4,4,-,67,67,71,-,1,1,-,44,44,45,-,18,18,-,95,95,113,-,6,6,-,80,80,86,-,8,8,-,128,128,136,-,1,1,-,21,21,22,-,1,1,-,58,58,59,-,64,64,-,513,513,577,-,3,3,-,11,11,14,-,-,-,-,9,9,9,-,21,21,-,148,148,169,-,6,6,-,60,60,66,-,9,9,-,129,129,138,-,24,24,-,206,206,230,-,9,9,-,129,129,138,-,15,15,-,116,116,131,-,2,2,-,47,47,49,-,12,12,-,41,41,53,-,8,8,-,106,106,114,-,36,36,-,250,250,286,-,2,2,-,63,63,65,-,21,21,-,233,233,254,-,33,33,-,407,407,440,-,-,-,-,7,7,7,-,1,1,-,5,5,6,-,-,-,-,3,3,3,6090
(29 a 34),-,-,-,-,20,20,20,-,118,118,-,675,675,793,-,13,13,-,67,67,80,-,8,8,-,16,16,24,-,35,35,-,366,366,401,-,343,343,-,1530,1530,1873,-,12,12,-,162,162,174,-,39,39,-,190,190,229,-,7,7,-,64,64,71,-,6,6,-,65,65,71,-,30,30,-,130,130,160,-,18,18,-,105,105,123,-,15,15,-,138,138,153,-,3,3,-,25,25,28,-,4,4,-,95,95,99,-,110,110,-,669,669,779,-,1,1,-,11,11,12,-,1,1,-,8,8,9,-,25,25,-,208,208,233,-,2,2,-,85,85,87,-,13,13,-,196,196,209,-,50,50,-,270,270,320,-,25,25,-,146,146,171,-,13,13,-,148,148,161,-,7,7,-,44,44,51,-,8,8,-,83,83,91,-,19,19,-,114,114,133,-,67,67,-,321,321,388,-,8,8,-,75,75,83,-,37,37,-,307,307,344,-,51,51,-,526,526,577,-,2,2,-,7,7,9,-,-,-,-,5,5,5,-,2,2,-,6,6,8,7969
(35 a 39),-,1,1,-,13,13,14,-,92,92,-,457,457,549,-,9,9,-,35,35,44,-,5,5,-,9,9,14,-,16,16,-,203,203,219,-,220,220,-,942,942,1162,-,9,9,-,120,120,129,-,27,27,-,137,137,164,-,3,3,-,40,40,43,-,2,2,-,37,37,39,-,16,16,-,83,83,99,-,7,7,-,70,70,77,-,8,8,-,66,66,74,-,6,6,-,14,14,20,-,3,3,-,62,62,65,-,80,80,-,384,384,464,-,1,1,-,2,2,3,-,2,2,-,3,3,5,-,17,17,-,115,115,132,-,2,2,-,39,39,41,-,9,9,-,124,124,133,-,19,19,-,148,148,167,-,13,13,-,104,104,117,-,11,11,-,84,84,95,-,2,2,-,24,24,26,-,10,10,-,46,46,56,-,18,18,-,76,76,94,-,25,25,-,177,177,202,-,3,3,-,60,60,63,-,24,24,-,173,173,197,-,31,31,-,375,375,406,-,2,2,-,7,7,9,-,-,-,-,1,1,1,-,-,-,-,1,1,1,4924
(40 a 44),-,2,2,-,12,12,14,-,68,68,-,310,310,378,-,1,1,-,23,23,24,-,2,2,-,9,9,11,-,17,17,-,145,145,162,-,169,169,-,629,629,798,-,4,4,-,66,66,70,-,16,16,-,80,80,96,-,3,3,-,25,25,28,-,3,3,-,22,22,25,-,11,11,-,47,47,58,-,10,10,-,56,56,66,-,11,11,-,54,54,65,-,-,-,-,3,3,3,-,4,4,-,35,35,39,-,57,57,-,263,263,320,-,-,-,-,3,3,3,-,-,-,-,3,3,3,-,15,15,-,71,71,86,-,4,4,-,23,23,27,-,21,21,-,70,70,91,-,20,20,-,112,112,132,-,7,7,-,73,73,80,-,10,10,-,68,68,78,-,1,1,-,20,20,21,-,4,4,-,29,29,33,-,5,5,-,50,50,55,-,29,29,-,120,120,149,-,5,5,-,36,36,41,-,26,26,-,128,128,154,-,28,28,-,188,188,216,-,2,2,-,5,5,7,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3336
(45 a 49),-,-,-,-,6,6,6,-,39,39,-,175,175,214,-,2,2,-,9,9,11,-,2,2,-,2,2,4,-,8,8,-,68,68,76,-,122,122,-,355,355,477,-,5,5,-,41,41,46,-,10,10,-,69,69,79,-,5,5,-,13,13,18,-,1,1,-,17,17,18,-,6,6,-,25,25,31,-,3,3,-,31,31,34,-,2,2,-,28,28,30,-,2,2,-,3,3,5,-,3,3,-,24,24,27,-,39,39,-,133,133,172,-,1,1,-,2,2,3,-,1,1,-,1,1,2,-,3,3,-,40,40,43,-,1,1,-,10,10,11,-,10,10,-,45,45,55,-,12,12,-,53,53,65,-,5,5,-,50,50,55,-,6,6,-,22,22,28,-,1,1,-,12,12,13,-,6,6,-,21,21,27,-,2,2,-,25,25,27,-,19,19,-,94,94,113,-,-,-,-,20,20,20,-,11,11,-,67,67,78,-,20,20,-,130,130,150,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1942
(50 a 54),-,1,1,-,3,3,4,-,25,25,-,106,106,131,-,-,-,-,6,6,6,-,-,-,-,2,2,2,-,7,7,-,37,37,44,-,81,81,-,258,258,339,-,4,4,-,19,19,23,-,6,6,-,46,46,52,-,-,-,-,14,14,14,-,1,1,-,6,6,7,-,2,2,-,21,21,23,-,3,3,-,15,15,18,-,1,1,-,19,19,20,-,-,-,-,3,3,3,-,3,3,-,10,10,13,-,33,33,-,97,97,130,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,7,7,-,36,36,43,-,4,4,-,5,5,9,-,10,10,-,21,21,31,-,4,4,-,40,40,44,-,5,5,-,20,20,25,-,6,6,-,23,23,29,-,1,1,-,5,5,6,-,3,3,-,8,8,11,-,6,6,-,20,20,26,-,12,12,-,45,45,57,-,-,-,-,14,14,14,-,8,8,-,37,37,45,-,12,12,-,62,62,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1245
(55 a 59),-,-,-,-,2,2,2,-,18,18,-,43,43,61,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,7,7,-,16,16,23,-,60,60,-,154,154,214,-,1,1,-,10,10,11,-,10,10,-,21,21,31,-,-,-,-,2,2,2,-,1,1,-,2,2,3,-,4,4,-,9,9,13,-,3,3,-,8,8,11,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,13,13,-,48,48,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,10,10,12,-,3,3,-,1,1,4,-,1,1,-,9,9,10,-,2,2,-,15,15,17,-,2,2,-,8,8,10,-,4,4,-,10,10,14,-,1,1,-,1,1,2,-,1,1,-,5,5,6,-,1,1,-,11,11,12,-,11,11,-,24,24,35,-,1,1,-,6,6,7,-,6,6,-,21,21,27,-,4,4,-,31,31,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,641
(60 a 64),-,-,-,-,-,-,-,-,12,12,-,23,23,35,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,4,4,-,12,12,16,-,25,25,-,67,67,92,-,1,1,-,4,4,5,-,2,2,-,14,14,16,-,1,1,-,3,3,4,-,1,1,-,-,-,1,-,3,3,-,7,7,10,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,28,28,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,2,2,2,-,1,1,-,3,3,4,-,2,2,-,4,4,6,-,2,2,-,4,4,6,-,-,-,-,6,6,6,-,-,-,-,1,1,1,-,1,1,-,3,3,4,-,3,3,-,8,8,11,-,4,4,-,14,14,18,-,-,-,-,1,1,1,-,3,3,-,16,16,19,-,4,4,-,16,16,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,327
(65 a 69),-,-,-,-,-,-,-,-,8,8,-,12,12,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,17,17,-,26,26,43,-,-,-,-,3,3,3,-,2,2,-,6,6,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,11,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,2,-,3,3,5,-,-,-,-,10,10,10,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,6,6,6,-,2,2,-,6,6,8,-,-,-,-,-,-,-,-,2,2,-,6,6,8,-,2,2,-,6,6,8,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154
