VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2020 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,CIFRA
(35 a 39),-,1,1,-,18,18,19,-,79,79,-,366,366,445,-,3,3,-,34,34,37,-,4,4,-,7,7,11,-,24,24,-,168,168,192,-,256,256,-,886,886,1142,-,16,16,-,73,73,89,-,21,21,-,115,115,136,-,2,2,-,28,28,30,-,4,4,-,19,19,23,-,16,16,-,74,74,90,-,9,9,-,88,88,97,-,8,8,-,57,57,65,-,1,1,-,19,19,20,-,3,3,-,35,35,38,-,62,62,-,306,306,368,-,-,-,-,3,3,3,-,-,-,-,5,5,5,-,13,13,-,92,92,105,-,2,2,-,30,30,32,-,5,5,-,86,86,91,-,20,20,-,141,141,161,-,9,9,-,81,81,90,-,8,8,-,69,69,77,-,2,2,-,24,24,26,-,5,5,-,48,48,53,-,7,7,-,67,67,74,-,35,35,-,162,162,197,-,3,3,-,26,26,29,-,19,19,-,153,153,172,-,37,37,-,268,268,305,-,-,-,-,2,2,2,4224
(40 a 44),-,2,2,-,6,6,8,-,39,39,-,240,240,279,-,4,4,-,18,18,22,-,-,-,-,2,2,2,-,7,7,-,84,84,91,-,201,201,-,536,536,737,-,3,3,-,46,46,49,-,20,20,-,84,84,104,-,4,4,-,19,19,23,-,3,3,-,19,19,22,-,11,11,-,48,48,59,-,6,6,-,39,39,45,-,4,4,-,31,31,35,-,3,3,-,15,15,18,-,1,1,-,23,23,24,-,41,41,-,201,201,242,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,13,13,-,76,76,89,-,1,1,-,16,16,17,-,8,8,-,47,47,55,-,20,20,-,84,84,104,-,5,5,-,59,59,64,-,8,8,-,47,47,55,-,1,1,-,14,14,15,-,4,4,-,23,23,27,-,11,11,-,26,26,37,-,33,33,-,100,100,133,-,3,3,-,22,22,25,-,16,16,-,92,92,108,-,18,18,-,160,160,178,-,1,1,-,1,1,2,2673
(45 a 49),-,-,-,-,4,4,4,-,32,32,-,145,145,177,-,11,11,-,13,13,24,-,-,-,-,5,5,5,-,6,6,-,63,63,69,-,108,108,-,340,340,448,-,5,5,-,22,22,27,-,11,11,-,52,52,63,-,1,1,-,11,11,12,-,3,3,-,8,8,11,-,9,9,-,18,18,27,-,5,5,-,15,15,20,-,-,-,-,18,18,18,-,-,-,-,4,4,4,-,-,-,-,13,13,13,-,30,30,-,104,104,134,-,1,1,-,1,1,2,-,1,1,-,3,3,4,-,8,8,-,37,37,45,-,-,-,-,7,7,7,-,6,6,-,20,20,26,-,8,8,-,67,67,75,-,5,5,-,27,27,32,-,6,6,-,47,47,53,-,1,1,-,16,16,17,-,5,5,-,15,15,20,-,5,5,-,13,13,18,-,21,21,-,70,70,91,-,-,-,-,11,11,11,-,10,10,-,54,54,64,-,20,20,-,86,86,106,-,-,-,-,-,-,-,1627
(50 a 54),-,2,2,-,-,-,2,-,20,20,-,88,88,108,-,5,5,-,6,6,11,-,1,1,-,2,2,3,-,6,6,-,30,30,36,-,83,83,-,220,220,303,-,4,4,-,19,19,23,-,4,4,-,33,33,37,-,1,1,-,8,8,9,-,1,1,-,3,3,4,-,6,6,-,17,17,23,-,4,4,-,18,18,22,-,-,-,-,5,5,5,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,17,17,-,63,63,80,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,2,2,-,15,15,17,-,1,1,-,5,5,6,-,3,3,-,15,15,18,-,7,7,-,26,26,33,-,4,4,-,22,22,26,-,4,4,-,28,28,32,-,2,2,-,4,4,6,-,7,7,-,7,7,14,-,1,1,-,16,16,17,-,5,5,-,41,41,46,-,2,2,-,8,8,10,-,5,5,-,30,30,35,-,16,16,-,53,53,69,-,-,-,-,-,-,-,1001
(55 a 59),-,1,1,-,1,1,2,-,13,13,-,42,42,55,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,3,3,-,14,14,17,-,61,61,-,121,121,182,-,-,-,-,3,3,3,-,2,2,-,19,19,21,-,-,-,-,3,3,3,-,1,1,-,1,1,2,-,2,2,-,3,3,5,-,1,1,-,8,8,9,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,8,8,-,35,35,43,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,4,4,-,10,10,14,-,1,1,-,-,-,1,-,3,3,-,2,2,5,-,2,2,-,12,12,14,-,2,2,-,10,10,12,-,-,-,-,9,9,9,-,-,-,-,2,2,2,-,-,-,-,4,4,4,-,2,2,-,7,7,9,-,8,8,-,14,14,22,-,-,-,-,3,3,3,-,2,2,-,20,20,22,-,10,10,-,34,34,44,-,-,-,-,-,-,-,517
(60 a 64),-,-,-,-,-,-,-,-,11,11,-,25,25,36,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,34,34,-,56,56,90,-,-,-,-,2,2,2,-,2,2,-,8,8,10,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,6,6,6,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,8,8,-,17,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,4,4,-,3,3,7,-,3,3,-,5,5,8,-,-,-,-,3,3,3,-,3,3,-,3,3,6,-,-,-,-,3,3,3,-,2,2,-,3,3,5,-,1,1,-,9,9,10,-,3,3,-,7,7,10,-,1,1,-,-,-,1,-,3,3,-,7,7,10,-,5,5,-,23,23,28,-,-,-,-,1,1,1,282
(65 a 69),-,-,-,-,-,-,-,-,3,3,-,13,13,16,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,5,5,8,-,19,19,-,20,20,39,-,-,-,-,2,2,2,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,3,3,4,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,9,9,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,3,3,3,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,4,4,4,-,-,-,-,1,1,1,-,2,2,-,7,7,9,-,9,9,-,9,9,18,-,-,-,-,-,-,-,145
(70 a 74),-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,7,7,-,13,13,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,1,1,-,3,3,4,-,-,-,-,-,-,-,60
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,6,6,10,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,21
(80 y más),-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,7,7,11,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,18
TOTAL,-,12,12,-,81,81,93,1,452,453,83,2717,2800,3253,-,60,60,14,286,300,360,-,12,12,-,65,65,77,-,87,87,19,1051,1070,1157,2,1533,1535,82,6757,6839,8374,-,44,44,27,512,539,583,1,121,122,23,815,838,960,-,20,20,6,223,229,249,-,18,18,10,211,221,239,2,89,91,22,496,518,609,-,61,61,16,521,537,598,-,23,23,6,340,346,369,-,12,12,6,118,124,136,-,14,14,10,249,259,273,-,371,371,58,2229,2287,2658,-,3,3,1,27,28,31,-,2,2,1,31,32,34,-,91,91,12,732,744,835,1,14,15,5,237,242,257,1,56,57,23,594,617,674,2,152,154,38,1060,1098,1252,-,64,64,7,585,592,656,-,56,56,11,581,592,648,1,20,21,11,189,200,221,-,56,56,14,319,333,389,-,57,57,10,452,462,519,1,210,211,24,1179,1203,1414,-,16,16,7,229,236,252,1,127,128,28,1091,1119,1247,1,217,218,29,1873,1902,2120,-,4,4,1,16,17,21,30558
VARIABLE: GRUPO EDAD JUDICIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(10 a 13),-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
(14 a 17),-,-,-,-,-,-,-,1,-,1,82,-,82,83,-,-,-,14,-,14,14,-,-,-,-,-,-,-,-,-,-,19,-,19,19,2,-,2,82,-,82,84,-,-,-,27,-,27,27,1,-,1,23,-,23,24,-,-,-,6,-,6,6,-,-,-,9,-,9,9,2,-,2,22,-,22,24,-,-,-,15,-,15,15,-,-,-,6,-,6,6,-,-,-,6,-,6,6,-,-,-,9,-,9,9,-,-,-,57,-,57,57,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,12,-,12,12,1,-,1,5,-,5,6,1,-,1,23,-,23,24,2,-,2,38,-,38,40,-,-,-,7,-,7,7,-,-,-,10,-,10,10,-,-,-,10,-,10,10,-,-,-,14,-,14,14,-,-,-,10,-,10,10,-,-,-,23,-,23,23,-,-,-,7,-,7,7,1,-,1,28,-,28,29,1,-,1,29,-,29,30,-,-,-,1,-,1,1,608
(18 a 19),-,-,-,-,5,5,5,-,4,4,-,129,129,133,-,-,-,-,18,18,18,-,-,-,-,5,5,5,-,2,2,-,49,49,51,-,16,16,-,241,241,257,-,-,-,-,24,24,24,-,-,-,-,30,30,30,-,1,1,-,9,9,10,-,1,1,-,9,9,10,-,-,-,-,13,13,13,-,1,1,-,16,16,17,-,-,-,-,15,15,15,-,1,1,-,5,5,6,-,-,-,-,14,14,14,-,2,2,-,107,107,109,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,32,32,33,-,-,-,-,11,11,11,-,-,-,-,38,38,38,-,4,4,-,52,52,56,-,-,-,-,30,30,30,-,1,1,-,18,18,19,-,3,3,-,11,11,14,-,1,1,-,21,21,22,-,-,-,-,28,28,28,-,1,1,-,74,74,75,-,-,-,-,11,11,11,-,2,2,-,64,64,66,-,3,3,-,77,77,80,-,-,-,-,-,-,-,1202
(20 a 24),-,-,-,-,14,14,14,-,50,50,-,534,534,584,-,13,13,-,77,77,90,-,1,1,-,13,13,14,-,7,7,-,174,174,181,-,153,153,-,1429,1429,1582,-,1,1,-,99,99,100,-,9,9,-,142,142,151,-,3,3,-,56,56,59,-,-,-,-,53,53,53,-,6,6,-,101,101,107,-,7,7,-,109,109,116,-,1,1,-,73,73,74,-,-,-,-,18,18,18,-,1,1,-,46,46,47,-,49,49,-,481,481,530,-,-,-,-,7,7,7,-,-,-,-,7,7,7,-,12,12,-,169,169,181,-,4,4,-,61,61,65,-,8,8,-,133,133,141,-,15,15,-,204,204,219,-,7,7,-,102,102,109,-,4,4,-,94,94,98,-,-,-,-,32,32,32,-,7,7,-,60,60,67,-,3,3,-,99,99,102,-,23,23,-,242,242,265,-,2,2,-,48,48,50,-,16,16,-,215,215,231,-,18,18,-,372,372,390,-,1,1,-,7,7,8,5692
(25 a 28),-,2,2,-,16,16,18,-,70,70,-,499,499,569,-,9,9,-,53,53,62,-,2,2,-,14,14,16,-,11,11,-,213,213,224,-,238,238,-,1330,1330,1568,-,5,5,-,91,91,96,-,17,17,-,150,150,167,-,1,1,-,39,39,40,-,-,-,-,48,48,48,-,15,15,-,100,100,115,-,8,8,-,106,106,114,-,2,2,-,68,68,70,-,3,3,-,18,18,21,-,2,2,-,48,48,50,-,56,56,-,412,412,468,-,-,-,-,3,3,3,-,-,-,-,7,7,7,-,12,12,-,133,133,145,-,1,1,-,53,53,54,-,7,7,-,115,115,122,-,33,33,-,200,200,233,-,8,8,-,102,102,110,-,6,6,-,121,121,127,-,3,3,-,37,37,40,-,8,8,-,50,50,58,-,8,8,-,74,74,82,-,31,31,-,203,203,234,-,2,2,-,42,42,44,-,23,23,-,202,202,225,-,43,43,-,331,331,374,-,2,2,-,3,3,5,5509
(29 a 34),-,4,4,-,17,17,21,-,128,128,-,629,629,757,-,12,12,-,62,62,74,-,4,4,-,16,16,20,-,13,13,-,245,245,258,-,349,349,-,1552,1552,1901,-,10,10,-,131,131,141,-,31,31,-,179,179,210,-,7,7,-,47,47,54,-,4,4,-,50,50,54,-,22,22,-,120,120,142,-,19,19,-,112,112,131,-,5,5,-,67,67,72,-,3,3,-,36,36,39,-,6,6,-,64,64,70,-,92,92,-,489,489,581,-,-,-,-,10,10,10,-,-,-,-,6,6,6,-,22,22,-,165,165,187,-,4,4,-,52,52,56,-,11,11,-,135,135,146,-,39,39,-,263,263,302,-,23,23,-,143,143,166,-,14,14,-,144,144,158,-,8,8,-,45,45,53,-,15,15,-,85,85,100,-,18,18,-,112,112,130,-,46,46,-,260,260,306,-,3,3,-,57,57,60,-,27,27,-,244,244,271,-,34,34,-,457,457,491,-,-,-,-,2,2,2,6969
(35 a 39),-,1,1,-,18,18,19,-,79,79,-,366,366,445,-,3,3,-,34,34,37,-,4,4,-,7,7,11,-,24,24,-,168,168,192,-,256,256,-,886,886,1142,-,16,16,-,73,73,89,-,21,21,-,115,115,136,-,2,2,-,28,28,30,-,4,4,-,19,19,23,-,16,16,-,74,74,90,-,9,9,-,88,88,97,-,8,8,-,57,57,65,-,1,1,-,19,19,20,-,3,3,-,35,35,38,-,62,62,-,306,306,368,-,-,-,-,3,3,3,-,-,-,-,5,5,5,-,13,13,-,92,92,105,-,2,2,-,30,30,32,-,5,5,-,86,86,91,-,20,20,-,141,141,161,-,9,9,-,81,81,90,-,8,8,-,69,69,77,-,2,2,-,24,24,26,-,5,5,-,48,48,53,-,7,7,-,67,67,74,-,35,35,-,162,162,197,-,3,3,-,26,26,29,-,19,19,-,153,153,172,-,37,37,-,268,268,305,-,-,-,-,2,2,2,4224
(40 a 44),-,2,2,-,6,6,8,-,39,39,-,240,240,279,-,4,4,-,18,18,22,-,-,-,-,2,2,2,-,7,7,-,84,84,91,-,201,201,-,536,536,737,-,3,3,-,46,46,49,-,20,20,-,84,84,104,-,4,4,-,19,19,23,-,3,3,-,19,19,22,-,11,11,-,48,48,59,-,6,6,-,39,39,45,-,4,4,-,31,31,35,-,3,3,-,15,15,18,-,1,1,-,23,23,24,-,41,41,-,201,201,242,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,13,13,-,76,76,89,-,1,1,-,16,16,17,-,8,8,-,47,47,55,-,20,20,-,84,84,104,-,5,5,-,59,59,64,-,8,8,-,47,47,55,-,1,1,-,14,14,15,-,4,4,-,23,23,27,-,11,11,-,26,26,37,-,33,33,-,100,100,133,-,3,3,-,22,22,25,-,16,16,-,92,92,108,-,18,18,-,160,160,178,-,1,1,-,1,1,2,2673
(45 a 49),-,-,-,-,4,4,4,-,32,32,-,145,145,177,-,11,11,-,13,13,24,-,-,-,-,5,5,5,-,6,6,-,63,63,69,-,108,108,-,340,340,448,-,5,5,-,22,22,27,-,11,11,-,52,52,63,-,1,1,-,11,11,12,-,3,3,-,8,8,11,-,9,9,-,18,18,27,-,5,5,-,15,15,20,-,-,-,-,18,18,18,-,-,-,-,4,4,4,-,-,-,-,13,13,13,-,30,30,-,104,104,134,-,1,1,-,1,1,2,-,1,1,-,3,3,4,-,8,8,-,37,37,45,-,-,-,-,7,7,7,-,6,6,-,20,20,26,-,8,8,-,67,67,75,-,5,5,-,27,27,32,-,6,6,-,47,47,53,-,1,1,-,16,16,17,-,5,5,-,15,15,20,-,5,5,-,13,13,18,-,21,21,-,70,70,91,-,-,-,-,11,11,11,-,10,10,-,54,54,64,-,20,20,-,86,86,106,-,-,-,-,-,-,-,1627
(50 a 54),-,2,2,-,-,-,2,-,20,20,-,88,88,108,-,5,5,-,6,6,11,-,1,1,-,2,2,3,-,6,6,-,30,30,36,-,83,83,-,220,220,303,-,4,4,-,19,19,23,-,4,4,-,33,33,37,-,1,1,-,8,8,9,-,1,1,-,3,3,4,-,6,6,-,17,17,23,-,4,4,-,18,18,22,-,-,-,-,5,5,5,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,17,17,-,63,63,80,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,2,2,-,15,15,17,-,1,1,-,5,5,6,-,3,3,-,15,15,18,-,7,7,-,26,26,33,-,4,4,-,22,22,26,-,4,4,-,28,28,32,-,2,2,-,4,4,6,-,7,7,-,7,7,14,-,1,1,-,16,16,17,-,5,5,-,41,41,46,-,2,2,-,8,8,10,-,5,5,-,30,30,35,-,16,16,-,53,53,69,-,-,-,-,-,-,-,1001
(55 a 59),-,1,1,-,1,1,2,-,13,13,-,42,42,55,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,3,3,-,14,14,17,-,61,61,-,121,121,182,-,-,-,-,3,3,3,-,2,2,-,19,19,21,-,-,-,-,3,3,3,-,1,1,-,1,1,2,-,2,2,-,3,3,5,-,1,1,-,8,8,9,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,8,8,-,35,35,43,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,4,4,-,10,10,14,-,1,1,-,-,-,1,-,3,3,-,2,2,5,-,2,2,-,12,12,14,-,2,2,-,10,10,12,-,-,-,-,9,9,9,-,-,-,-,2,2,2,-,-,-,-,4,4,4,-,2,2,-,7,7,9,-,8,8,-,14,14,22,-,-,-,-,3,3,3,-,2,2,-,20,20,22,-,10,10,-,34,34,44,-,-,-,-,-,-,-,517
(60 a 64),-,-,-,-,-,-,-,-,11,11,-,25,25,36,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,34,34,-,56,56,90,-,-,-,-,2,2,2,-,2,2,-,8,8,10,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,6,6,6,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,8,8,-,17,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,4,4,-,3,3,7,-,3,3,-,5,5,8,-,-,-,-,3,3,3,-,3,3,-,3,3,6,-,-,-,-,3,3,3,-,2,2,-,3,3,5,-,1,1,-,9,9,10,-,3,3,-,7,7,10,-,1,1,-,-,-,1,-,3,3,-,7,7,10,-,5,5,-,23,23,28,-,-,-,-,1,1,1,282
(65 a 69),-,-,-,-,-,-,-,-,3,3,-,13,13,16,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,5,5,8,-,19,19,-,20,20,39,-,-,-,-,2,2,2,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,3,3,4,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,9,9,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,3,3,3,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,4,4,4,-,-,-,-,1,1,1,-,2,2,-,7,7,9,-,9,9,-,9,9,18,-,-,-,-,-,-,-,145
(70 a 74),-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,7,7,-,13,13,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,1,1,-,3,3,4,-,-,-,-,-,-,-,60
