COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTRAFAMILIAR (VIF) EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,CIFRA
Discapacidad múltiple,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
TOTAL,15,22,37,15,24,39,76,289,637,926,329,1143,1472,2398,39,43,82,42,59,101,183,4,13,17,9,27,36,53,76,267,343,65,392,457,800,824,1361,2185,885,2064,2949,5134,31,98,129,38,170,208,337,80,195,275,79,267,346,621,20,49,69,12,94,106,175,11,17,28,14,31,45,73,56,56,112,61,98,159,271,11,68,79,25,129,154,233,23,58,81,31,116,147,228,3,5,8,4,9,13,21,20,49,69,23,101,124,193,262,431,693,282,643,925,1618,3,6,9,3,6,9,18,2,1,3,4,4,8,11,27,148,175,47,197,244,419,25,44,69,22,64,86,155,43,143,186,47,213,260,446,121,99,220,126,200,326,546,20,68,88,30,156,186,274,37,140,177,54,225,279,456,15,15,30,14,50,64,94,18,51,69,52,97,149,218,37,58,95,46,133,179,274,114,250,364,119,402,521,885,17,44,61,26,76,102,163,84,186,270,96,294,390,660,105,240,345,96,501,597,942,4,27,31,7,19,26,57,1,1,2,5,4,9,11,18043
VARIABLE: PERTENENCIA ÉTNICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,15,-,15,30,289,-,289,329,-,329,618,39,-,39,42,-,42,81,4,-,4,9,-,9,13,76,-,76,65,-,65,141,824,-,824,885,-,885,1709,31,-,31,38,-,38,69,80,-,80,79,-,79,159,20,-,20,12,-,12,32,11,-,11,14,-,14,25,56,-,56,61,-,61,117,11,-,11,25,-,25,36,23,-,23,31,-,31,54,3,-,3,4,-,4,7,20,-,20,23,-,23,43,262,-,262,282,-,282,544,3,-,3,3,-,3,6,2,-,2,4,-,4,6,27,-,27,47,-,47,74,25,-,25,22,-,22,47,43,-,43,47,-,47,90,121,-,121,126,-,126,247,20,-,20,30,-,30,50,37,-,37,54,-,54,91,15,-,15,14,-,14,29,18,-,18,52,-,52,70,37,-,37,46,-,46,83,114,-,114,119,-,119,233,17,-,17,26,-,26,43,84,-,84,96,-,96,180,105,-,105,96,-,96,201,4,-,4,7,-,7,11,1,-,1,5,-,5,6,5145
Indígena,1,-,1,4,-,4,5,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,3,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,2,4,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,4,-,4,5,-,5,9,1,-,1,-,-,-,1,48
Negro/Afrodescendiente,-,-,-,-,-,-,-,2,-,2,7,-,7,9,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,4,-,4,7,-,7,11,7,-,7,5,-,5,12,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,-,2,5,-,-,-,-,-,-,-,3,-,3,2,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,4,-,4,4,-,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,13,-,13,13,-,13,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86
Raizal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
Sin Pertenencia Étnica,14,-,14,11,-,11,25,265,-,265,301,-,301,566,34,-,34,36,-,36,70,2,-,2,3,-,3,5,76,-,76,62,-,62,138,774,-,774,819,-,819,1593,24,-,24,31,-,31,55,77,-,77,76,-,76,153,18,-,18,12,-,12,30,8,-,8,14,-,14,22,47,-,47,58,-,58,105,7,-,7,21,-,21,28,21,-,21,29,-,29,50,-,-,-,1,-,1,1,11,-,11,12,-,12,23,211,-,211,226,-,226,437,1,-,1,-,-,-,1,2,-,2,3,-,3,5,25,-,25,46,-,46,71,17,-,17,18,-,18,35,35,-,35,36,-,36,71,103,-,103,114,-,114,217,14,-,14,22,-,22,36,36,-,36,52,-,52,88,12,-,12,11,-,11,23,15,-,15,48,-,48,63,34,-,34,45,-,45,79,94,-,94,94,-,94,188,15,-,15,26,-,26,41,78,-,78,84,-,84,162,91,-,91,82,-,82,173,-,-,-,1,-,1,1,-,-,-,-,-,-,-,4555
Sin información,-,-,-,-,-,-,-,22,-,22,18,-,18,40,5,-,5,6,-,6,11,1,-,1,1,-,1,2,-,-,-,1,-,1,1,46,-,46,58,-,58,104,-,-,-,1,-,1,1,2,-,2,2,-,2,4,1,-,1,-,-,-,1,3,-,3,-,-,-,3,9,-,9,3,-,3,12,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,9,-,9,11,-,11,20,51,-,51,56,-,56,107,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,2,1,-,1,3,4,-,4,1,-,1,5,7,-,7,11,-,11,18,18,-,18,12,-,12,30,-,-,-,2,-,2,2,1,-,1,2,-,2,3,1,-,1,2,-,2,3,3,-,3,3,-,3,6,2,-,2,-,-,-,2,20,-,20,25,-,25,45,-,-,-,-,-,-,-,6,-,6,11,-,11,17,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,5,-,5,5,451
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,19,19,-,23,23,42,-,513,513,-,990,990,1503,-,32,32,-,54,54,86,-,12,12,-,24,24,36,-,201,201,-,339,339,540,-,1119,1119,-,1803,1803,2922,-,70,70,-,147,147,217,-,162,162,-,228,228,390,-,39,39,-,84,84,123,-,11,11,-,30,30,41,-,50,50,-,92,92,142,-,53,53,-,114,114,167,-,53,53,-,104,104,157,-,5,5,-,8,8,13,-,41,41,-,87,87,128,-,356,356,-,569,569,925,-,4,4,-,5,5,9,-,-,-,-,4,4,4,-,115,115,-,168,168,283,-,36,36,-,59,59,95,-,121,121,-,192,192,313,-,86,86,-,179,179,265,-,52,52,-,134,134,186,-,120,120,-,195,195,315,-,13,13,-,46,46,59,-,39,39,-,80,80,119,-,40,40,-,112,112,152,-,216,216,-,347,347,563,-,36,36,-,69,69,105,-,151,151,-,258,258,409,-,181,181,-,420,420,601,-,27,27,-,18,18,45,-,1,1,-,4,4,5,10960
Indígena,-,11,11,-,11,11,22,-,3,3,-,-,-,3,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,10,10,12,-,4,4,-,7,7,11,-,1,1,-,2,2,3,-,-,-,-,3,3,3,-,-,-,-,1,1,1,-,2,2,-,2,2,4,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,1,1,-,9,9,10,-,-,-,-,-,-,-,-,2,2,-,7,7,9,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,23,23,-,16,16,39,-,-,-,-,1,1,1,158
Negro/Afrodescendiente,-,-,-,-,1,1,1,-,8,8,-,6,6,14,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,9,9,-,6,6,15,-,15,15,-,29,29,44,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,14,14,19,-,-,-,-,1,1,1,-,4,4,-,3,3,7,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,1,1,-,6,6,7,-,1,1,-,-,-,1,-,5,5,-,18,18,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,-,-,-,1,1,1,-,8,8,-,46,46,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214
Raizal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,11,11,16,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30
Sin Pertenencia Étnica,-,8,8,-,11,11,19,-,459,459,-,934,934,1393,-,29,29,-,50,50,79,-,7,7,-,12,12,19,-,197,197,-,332,332,529,-,979,979,-,1626,1626,2605,-,53,53,-,115,115,168,-,160,160,-,216,216,376,-,37,37,-,78,78,115,-,10,10,-,23,23,33,-,40,40,-,84,84,124,-,45,45,-,89,89,134,-,48,48,-,92,92,140,-,-,-,-,2,2,2,-,35,35,-,57,57,92,-,287,287,-,462,462,749,-,2,2,-,2,2,4,-,-,-,-,2,2,2,-,112,112,-,159,159,271,-,28,28,-,49,49,77,-,96,96,-,142,142,238,-,75,75,-,156,156,231,-,44,44,-,108,108,152,-,119,119,-,192,192,311,-,12,12,-,35,35,47,-,36,36,-,75,75,111,-,36,36,-,100,100,136,-,167,167,-,268,268,435,-,33,33,-,60,60,93,-,139,139,-,223,223,362,-,168,168,-,367,367,535,-,-,-,-,1,1,1,-,-,-,-,-,-,-,9583
Sin información,-,-,-,-,-,-,-,-,43,43,-,50,50,93,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,3,3,-,5,5,8,-,130,130,-,167,167,297,-,2,2,-,3,3,5,-,2,2,-,11,11,13,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,10,10,-,8,8,18,-,1,1,-,1,1,2,-,1,1,-,4,4,5,-,-,-,-,1,1,1,-,6,6,-,26,26,32,-,67,67,-,105,105,172,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,2,2,-,8,8,10,-,2,2,-,3,3,5,-,23,23,-,44,44,67,-,10,10,-,20,20,30,-,-,-,-,2,2,2,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,2,2,-,3,3,5,-,-,-,-,5,5,5,-,49,49,-,78,78,127,-,1,1,-,3,3,4,-,11,11,-,30,30,41,-,5,5,-,6,6,11,-,4,4,-,1,1,5,-,1,1,-,3,3,4,975
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,3,3,-,1,1,4,-,124,124,-,153,153,277,-,11,11,-,5,5,16,-,1,1,-,3,3,4,-,66,66,-,53,53,119,-,242,242,-,261,261,503,-,28,28,-,23,23,51,-,33,33,-,39,39,72,-,10,10,-,10,10,20,-,6,6,-,1,1,7,-,6,6,-,6,6,12,-,15,15,-,15,15,30,-,5,5,-,12,12,17,-,-,-,-,1,1,1,-,8,8,-,14,14,22,-,75,75,-,74,74,149,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,33,33,-,29,29,62,-,8,8,-,5,5,13,-,22,22,-,21,21,43,-,13,13,-,21,21,34,-,16,16,-,22,22,38,-,20,20,-,30,30,50,-,2,2,-,4,4,6,-,12,12,-,17,17,29,-,18,18,-,21,21,39,-,34,34,-,55,55,89,-,8,8,-,7,7,15,-,35,35,-,36,36,71,-,59,59,-,81,81,140,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1938
Indígena,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,13
Negro/Afrodescendiente,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,6,6,-,3,3,9,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,7,7,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32
Raizal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Sin Pertenencia Étnica,-,2,2,-,-,-,2,-,116,116,-,146,146,262,-,11,11,-,5,5,16,-,1,1,-,2,2,3,-,64,64,-,51,51,115,-,228,228,-,245,245,473,-,22,22,-,19,19,41,-,32,32,-,38,38,70,-,9,9,-,9,9,18,-,5,5,-,1,1,6,-,6,6,-,4,4,10,-,14,14,-,12,12,26,-,5,5,-,12,12,17,-,-,-,-,-,-,-,-,4,4,-,8,8,12,-,63,63,-,62,62,125,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,32,32,-,29,29,61,-,6,6,-,4,4,10,-,19,19,-,17,17,36,-,11,11,-,20,20,31,-,14,14,-,19,19,33,-,19,19,-,30,30,49,-,2,2,-,3,3,5,-,12,12,-,17,17,29,-,15,15,-,21,21,36,-,22,22,-,43,43,65,-,7,7,-,7,7,14,-,31,31,-,33,33,64,-,50,50,-,72,72,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752
Sin información,-,-,-,-,-,-,-,-,8,8,-,6,6,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,14,14,-,16,16,30,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,6,6,10,-,12,12,-,12,12,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,3,3,-,4,4,7,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,12,12,-,12,12,24,-,1,1,-,-,-,1,-,4,4,-,3,3,7,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139
TOTAL,15,22,37,15,24,39,76,289,637,926,329,1143,1472,2398,39,43,82,42,59,101,183,4,13,17,9,27,36,53,76,267,343,65,392,457,800,824,1361,2185,885,2064,2949,5134,31,98,129,38,170,208,337,80,195,275,79,267,346,621,20,49,69,12,94,106,175,11,17,28,14,31,45,73,56,56,112,61,98,159,271,11,68,79,25,129,154,233,23,58,81,31,116,147,228,3,5,8,4,9,13,21,20,49,69,23,101,124,193,262,431,693,282,643,925,1618,3,6,9,3,6,9,18,2,1,3,4,4,8,11,27,148,175,47,197,244,419,25,44,69,22,64,86,155,43,143,186,47,213,260,446,121,99,220,126,200,326,546,20,68,88,30,156,186,274,37,140,177,54,225,279,456,15,15,30,14,50,64,94,18,51,69,52,97,149,218,37,58,95,46,133,179,274,114,250,364,119,402,521,885,17,44,61,26,76,102,163,84,186,270,96,294,390,660,105,240,345,96,501,597,942,4,27,31,7,19,26,57,1,1,2,5,4,9,11,18043
VARIABLE: PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,15,-,15,30,289,-,289,329,-,329,618,39,-,39,42,-,42,81,4,-,4,9,-,9,13,76,-,76,65,-,65,141,824,-,824,885,-,885,1709,31,-,31,38,-,38,69,80,-,80,79,-,79,159,20,-,20,12,-,12,32,11,-,11,14,-,14,25,56,-,56,61,-,61,117,11,-,11,25,-,25,36,23,-,23,31,-,31,54,3,-,3,4,-,4,7,20,-,20,23,-,23,43,262,-,262,282,-,282,544,3,-,3,3,-,3,6,2,-,2,4,-,4,6,27,-,27,47,-,47,74,25,-,25,22,-,22,47,43,-,43,47,-,47,90,121,-,121,126,-,126,247,20,-,20,30,-,30,50,37,-,37,54,-,54,91,15,-,15,14,-,14,29,18,-,18,52,-,52,70,37,-,37,46,-,46,83,114,-,114,119,-,119,233,17,-,17,26,-,26,43,84,-,84,96,-,96,180,105,-,105,96,-,96,201,4,-,4,7,-,7,11,1,-,1,5,-,5,6,5145
Encargado del cuidado,-,-,-,-,-,-,-,10,-,10,12,-,12,22,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,1,-,1,8,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,6,-,6,8,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,4,-,4,3,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,64
Encargado del cuidado,-,-,-,-,-,-,-,10,-,10,12,-,12,22,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,1,-,1,8,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,6,-,6,8,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,4,-,4,3,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,64
